Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,24.365385,24.480770,23.913462,24.096153,20.726057,42557600
2015-01-05,24.048077,24.048077,23.576923,23.653847,20.345612,43714500
2015-01-06,23.519230,23.625000,23.009615,23.144230,19.907272,66310400
2015-01-07,23.278847,23.451923,23.057692,23.153847,19.915545,45388200
2015-01-08,23.384615,23.442308,23.201923,23.432692,20.155382,44953300
2015-01-09,23.576923,23.586538,23.028847,23.105770,19.874195,44857400
2015-01-12,23.144230,23.211538,22.855770,23.057692,19.832836,44585900
2015-01-13,23.326923,23.394230,22.721153,22.942308,19.733591,42819700
2015-01-14,22.740385,22.932692,22.509615,22.865385,19.667423,43524800
2015-01-15,22.942308,23.048077,22.653847,22.673077,19.502014,32739300
2015-01-16,22.605770,22.740385,22.548077,22.682692,19.510290,51785600
2015-01-20,22.923077,22.951923,22.644230,22.932692,19.725317,46344500
2015-01-21,22.913462,23.153847,22.798077,23.115385,19.882462,39125100
2015-01-22,23.365385,23.423077,23.038462,23.346153,20.080957,49014400
2015-01-23,23.490385,23.932692,23.355770,23.538462,20.246365,66288200
2015-01-26,23.769230,23.788462,23.461538,23.644230,20.337345,40741800
2015-01-27,23.451923,23.519230,23.269230,23.442308,20.163662,39934000
2015-01-28,23.528847,23.548077,22.894230,22.923077,19.717047,51639900
2015-01-29,22.923077,23.269230,22.865385,23.153847,19.915545,42053800
2015-01-30,22.961538,23.182692,22.903847,22.971153,19.758400,56900600
2015-02-02,23.076923,23.288462,22.980770,23.278847,20.023062,41186600
2015-02-03,23.355770,23.586538,23.326923,23.528847,20.238092,39232700
2015-02-04,23.471153,23.490385,23.153847,23.230770,19.981710,34565400
2015-02-05,23.317308,23.557692,23.307692,23.557692,20.262905,26673200
2015-02-06,23.596153,23.798077,23.528847,23.576923,20.279449,28570800
2015-02-09,23.528847,23.798077,23.509615,23.692308,20.378702,28375300
2015-02-10,23.817308,23.846153,23.605770,23.769230,20.444859,28158800
2015-02-11,23.759615,23.865385,23.653847,23.817308,20.486212,25433500
2015-02-12,23.855770,24.028847,23.759615,23.932692,20.585455,27583100
2015-02-13,24.028847,24.201923,23.980770,24.182692,20.800491,34399200
2015-02-17,24.153847,24.240385,24.019230,24.201923,20.817032,37429000
2015-02-18,24.317308,24.317308,24.182692,24.278847,20.883202,31970400
2015-02-19,24.067308,24.240385,23.990385,24.048077,20.882534,34562200
2015-02-20,23.923077,24.250000,23.846153,24.240385,21.049526,41485300
2015-02-23,24.250000,24.326923,24.134615,24.201923,21.016127,32005400
2015-02-24,24.153847,24.471153,24.125000,24.413462,21.199816,44162600
2015-02-25,24.471153,25.057692,24.461538,24.913462,21.634001,70948300
2015-02-26,24.942308,25.009615,24.817308,24.894230,21.617306,39777000
2015-02-27,24.836538,25.259615,24.759615,24.990385,21.700800,53593000
2015-03-02,24.884615,25.115385,24.855770,25.105770,21.800997,33705300
2015-03-03,25.048077,25.076923,24.788462,24.865385,21.592257,31763900
2015-03-04,24.769230,24.778847,24.490385,24.673077,21.425262,32805500
2015-03-05,24.634615,24.826923,24.596153,24.826923,21.558855,29508700
2015-03-06,24.721153,24.788462,24.355770,24.442308,21.224869,33578200
2015-03-09,24.538462,24.711538,24.509615,24.653847,21.408562,32854700
2015-03-10,24.519230,24.653847,24.201923,24.201923,21.016127,38939700
2015-03-11,24.307692,24.509615,24.173077,24.221153,21.032825,37646000
2015-03-12,24.298077,24.432692,24.201923,24.423077,21.208170,30544200
2015-03-13,24.307692,24.384615,23.855770,24.076923,20.907581,47119200
2015-03-16,24.096153,24.500000,24.000000,24.471153,21.249920,35994800
2015-03-17,24.326923,24.413462,24.125000,24.336538,21.133024,35629300
2015-03-18,24.211538,24.855770,24.144230,24.653847,21.408562,39834900
2015-03-19,24.461538,24.625000,24.288462,24.355770,21.149727,39847300
2015-03-20,24.365385,24.548077,24.326923,24.423077,21.208170,52657900
2015-03-23,24.500000,24.750000,24.471153,24.490385,21.266615,33263800
2015-03-24,24.403847,24.500000,24.298077,24.298077,21.099621,26833300
2015-03-25,24.259615,24.355770,23.951923,23.951923,20.799034,36293200
2015-03-26,23.846153,23.961538,23.721153,23.846153,20.707188,33804500
2015-03-27,23.961538,23.961538,23.759615,23.903847,20.757288,29453400
2015-03-30,24.019230,24.230770,24.009615,24.153847,20.974380,28372600
2015-03-31,24.125000,24.125000,23.855770,23.855770,20.715544,36338500
2015-04-01,23.769230,23.961538,23.625000,23.884615,20.740587,40299400
2015-04-02,23.855770,24.038462,23.750000,23.980770,20.824087,30381600
2015-04-06,23.942308,24.432692,23.836538,24.211538,21.024475,34782900
2015-04-07,24.201923,24.307692,24.038462,24.057692,20.890879,22112000
2015-04-08,24.086538,24.153847,23.913462,24.048077,20.882534,23336700
2015-04-09,24.125000,24.836538,23.961538,24.740385,21.483709,62555800
2015-04-10,26.086538,27.576923,25.961538,27.413462,23.804920,366809900
2015-04-13,26.980770,27.105770,26.442308,26.567308,23.070145,160144200
2015-04-14,26.423077,26.769230,26.326923,26.663462,23.153643,58008200
2015-04-15,26.625000,26.778847,26.375000,26.403847,22.928204,58676900
2015-04-16,26.259615,26.442308,26.134615,26.230770,22.777906,64857600
2015-04-17,26.346153,26.634615,25.884615,26.201923,22.752859,91306200
2015-04-20,26.269230,26.384615,25.971153,25.980770,22.560818,64154400
2015-04-21,25.990385,26.019230,25.528847,25.596153,22.226830,79947100
2015-04-22,25.673077,25.980770,25.576923,25.875000,22.468971,48938300
2015-04-23,25.750000,26.028847,25.682692,25.817308,22.418873,39692400
2015-04-24,25.846153,25.903847,25.673077,25.769230,22.377129,28822500
2015-04-27,25.923077,25.961538,25.778847,25.846153,22.443918,37666400
2015-04-28,25.913462,26.115385,25.615385,26.076923,22.644316,39963600
2015-04-29,25.913462,26.201923,25.865385,26.048077,22.619263,38640100
2015-04-30,26.019230,26.298077,25.932692,26.038462,22.610916,44704400
2015-05-01,26.048077,26.269230,25.951923,26.259615,22.802952,29435400
2015-05-04,26.307692,26.548077,26.201923,26.221153,22.769554,27249700
2015-05-05,26.201923,26.307692,25.817308,25.884615,22.477316,31561100
2015-05-06,25.961538,26.134615,25.586538,25.778847,22.385473,28871400
2015-05-07,25.750000,26.076923,25.634615,26.000000,22.577517,32279700
2015-05-08,26.201923,26.432692,26.173077,26.307692,22.844704,38710300
2015-05-11,26.201923,26.250000,25.826923,25.884615,22.477316,33751500
2015-05-12,25.788462,26.048077,25.721153,25.990385,22.569166,30981300
2015-05-13,25.980770,26.192308,25.884615,26.163462,22.719460,38657200
2015-05-14,26.269230,26.375000,26.105770,26.355770,22.886456,28055100
2015-05-15,26.326923,26.384615,26.201923,26.221153,22.769554,37199400
2015-05-18,26.163462,26.336538,26.163462,26.259615,22.802952,23389000
2015-05-19,26.221153,26.336538,26.163462,26.298077,22.836357,30316800
2015-05-20,26.288462,26.634615,26.153847,26.576923,23.078495,41780500
2015-05-21,26.615385,26.721153,26.490385,26.653847,23.145292,41923500
2015-05-22,26.625000,26.711538,26.557692,26.615385,23.111900,24220800
2015-05-26,26.461538,26.519230,26.326923,26.461538,22.978300,49363800
2015-05-27,26.509615,26.557692,26.403847,26.461538,22.978300,26339800
2015-05-28,26.442308,26.567308,26.250000,26.567308,23.070145,27475000
2015-05-29,26.442308,26.442308,26.221153,26.221153,22.769554,43327400
2015-06-01,26.211538,26.288462,26.028847,26.230770,22.777906,34655200
2015-06-02,26.173077,26.365385,26.105770,26.278847,22.819658,27378300
2015-06-03,26.375000,26.500000,26.307692,26.471153,22.986647,27358500
2015-06-04,26.365385,26.557692,26.163462,26.211538,22.761206,34694900
2015-06-05,26.211538,26.326923,26.115385,26.240385,22.786257,31873600
2015-06-08,26.269230,26.307692,26.163462,26.192308,22.744513,31005300
2015-06-09,26.230770,26.413462,26.125000,26.278847,22.819658,32358400
2015-06-10,26.307692,26.615385,26.269230,26.567308,23.070145,34502700
2015-06-11,26.509615,26.576923,26.307692,26.451923,22.969948,32643900
2015-06-12,26.384615,26.423077,26.230770,26.336538,22.869755,23057400
2015-06-15,26.336538,26.336538,26.067308,26.163462,22.719460,29638600
2015-06-16,26.125000,26.192308,25.961538,26.173077,22.727808,28672200
2015-06-17,26.144230,26.346153,26.067308,26.221153,22.769554,38010200
2015-06-18,26.038462,26.355770,25.990385,26.317308,23.055286,39187900
2015-06-19,26.221153,26.326923,26.134615,26.192308,22.945778,62678300
2015-06-22,26.250000,26.442308,26.240385,26.365385,23.097406,28604800
2015-06-23,26.365385,26.538462,26.336538,26.490385,23.206913,33811300
2015-06-24,26.490385,26.528847,26.201923,26.211538,22.962626,33754900
2015-06-25,26.230770,26.298077,25.980770,26.000000,22.777308,24275700
2015-06-26,26.000000,26.086538,25.875000,26.048077,22.819424,26808400
2015-06-29,25.865385,25.932692,25.509615,25.615385,22.440367,34707100
2015-06-30,25.788462,25.923077,25.509615,25.548077,22.381401,36980100
2015-07-01,25.644230,25.836538,25.451923,25.634615,22.457212,31644400
2015-07-02,25.673077,25.798077,25.576923,25.750000,22.558300,27042300
2015-07-06,25.509615,25.615385,25.192308,25.298077,22.162388,28972400
2015-07-07,25.365385,25.528847,24.932692,25.451923,22.297167,33952900
2015-07-08,25.086538,25.230770,24.884615,24.894230,21.808594,33311900
2015-07-09,25.163462,25.384615,25.009615,25.019230,21.918108,31627800
2015-07-10,25.375000,25.423077,25.038462,25.259615,22.128696,26374100
2015-07-13,25.471153,25.509615,25.230770,25.451923,22.297167,25297500
2015-07-14,25.336538,25.701923,25.336538,25.634615,22.457212,23186300
2015-07-15,25.586538,25.759615,25.576923,25.740385,22.549871,29042100
2015-07-16,25.942308,26.000000,25.807692,26.000000,22.777308,31860800
2015-07-17,26.211538,26.278847,25.990385,26.192308,22.945778,42838600
2015-07-20,26.076923,26.163462,25.971153,26.096153,22.861546,25674000
2015-07-21,25.971153,26.105770,25.769230,25.817308,22.617262,30453500
2015-07-22,25.846153,25.923077,25.548077,25.605770,22.431942,25098700
2015-07-23,25.557692,25.576923,25.192308,25.250000,22.120266,24129200
2015-07-24,25.298077,25.307692,24.682692,24.759615,21.690664,32369100
2015-07-27,24.557692,24.980770,24.538462,24.951923,21.859144,37728000
